,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта,year_range,Number_of_storeys_range,year_range_1959-1989,year_range_1990-2000,year_range_2001-2010,year_range_2011-2024,Number_of_storeys_range_3-4,Number_of_storeys_range_5-9,Number_of_storeys_range_10-12,Number_of_storeys_range_> 13
218,"пер. Запорожский, д.32",Многоквартирный дом,2,1963,628.7,1959-1989,1-2,True,False,False,False,False,False,False,False
219,"пер. Запорожский, д.7",Многоквартирный дом,9,1985,4090.5,1959-1989,5-9,True,False,False,False,False,True,False,False
220,"пер. Кулибина, д.3",Многоквартирный дом,2,1953,412.4,1900-1958,1-2,False,False,False,False,False,False,False,False
221,"пер. Кулибина, д.4",Многоквартирный дом,4,1959,1277.4,1959-1989,3-4,True,False,False,False,True,False,False,False
222,"пер. Кулибина, д.5",Многоквартирный дом,2,1953,406.0,1900-1958,1-2,False,False,False,False,False,False,False,False
223,"пер. Кулибина, д.7",Многоквартирный дом,2,1953,671.97,1900-1958,1-2,False,False,False,False,False,False,False,False
224,"пер. Осетинский, д.15",Частный дом,1,1989,67.2,1959-1989,,True,False,False,False,False,False,False,False
225,"пер. Пархоменко, д.10",Многоквартирный дом,5,1966,2401.7,1959-1989,5-9,True,False,False,False,False,True,False,False
226,"пер. Пархоменко, д.12",Многоквартирный дом,3,1960,965.2,1959-1989,3-4,True,False,False,False,True,False,False,False
227,"пер. Пархоменко, д.14",Многоквартирный дом,2,1953,847.78,1900-1958,1-2,False,False,False,False,False,False,False,False
228,"пер. Пархоменко, д.3",Другое строение,2,1969,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
229,"пер. Пархоменко, д.4",Другое строение,2,1961,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
230,"пер. Пархоменко, д.6",Многоквартирный дом,2,1957,599.48,1900-1958,1-2,False,False,False,False,False,False,False,False
231,"пер. Пархоменко, д.6 корп.1",Многоквартирный дом,3,1957,615.6,1900-1958,3-4,False,False,False,False,True,False,False,False
232,"пер. Пархоменко, д.7",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
233,"пер. Пархоменко, д.8",Многоквартирный дом,5,1966,2503.6,1959-1989,5-9,True,False,False,False,False,True,False,False
234,"пер. Пархоменко, д.9",Многоквартирный дом,5,1978,1705.7,1959-1989,5-9,True,False,False,False,False,True,False,False
235,"пер. Станиславского, д.43 корп.1",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
236,"пер. Шкаповский, д.1",Многоквартирный дом,5,1962,1581.5,1959-1989,5-9,True,False,False,False,False,True,False,False
237,"пер. Шкаповский, д.10",Многоквартирный дом,2,1950,600.8,1900-1958,1-2,False,False,False,False,False,False,False,False
238,"пер. Шкаповский, д.3",Другое строение,4,,0.01,,3-4,False,False,False,False,True,False,False,False
239,"пер. Шкаповский, д.4",Многоквартирный дом,2,1950,776.4,1900-1958,1-2,False,False,False,False,False,False,False,False
240,"пер. Шкаповский, д.4 корп.а",Многоквартирный дом,2,1950,565.8,1900-1958,1-2,False,False,False,False,False,False,False,False
241,"пер. Шкаповский, д.5",Многоквартирный дом,5,1965,3086.1,1959-1989,5-9,True,False,False,False,False,True,False,False
242,"пер. Шкаповский, д.6",Многоквартирный дом,2,1950,552.6,1900-1958,1-2,False,False,False,False,False,False,False,False
243,"пер. Шкаповский, д.8",Многоквартирный дом,2,1951,746.2,1900-1958,1-2,False,False,False,False,False,False,False,False
244,"пер. Шкаповский, д.8 корп.а",Многоквартирный дом,2,1950,565.6,1900-1958,1-2,False,False,False,False,False,False,False,False
245,"пл. Верхнеторговая, д.1","Административные здания, конторы",1,,0.01,,,False,False,False,False,False,False,False,False
246,"пл. Верхнеторговая, д.1.",Другое строение,0,,0.01,,,False,False,False,False,False,False,False,False
247,"пл. Верхнеторговая, д.3","Административные здания, конторы",2,,0.01,,1-2,False,False,False,False,False,False,False,False
248,"пр-кт Октября, д.0",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
249,"пр-кт Октября, д.10",Многоквартирный дом,5,1960,3778.5,1959-1989,5-9,True,False,False,False,False,True,False,False
250,"пр-кт Октября, д.10 корп.1",Многоквартирный дом,12,1984,2787.8,1959-1989,10-12,True,False,False,False,False,False,True,False
251,"пр-кт Октября, д.101",Многоквартирный дом,5,1962,3241.4,1959-1989,5-9,True,False,False,False,False,True,False,False
252,"пр-кт Октября, д.103",Многоквартирный дом,5,1962,2858.4,1959-1989,5-9,True,False,False,False,False,True,False,False
253,"пр-кт Октября, д.103 корп.1",Многоквартирный дом,5,1963,2599.1,1959-1989,5-9,True,False,False,False,False,True,False,False
254,"пр-кт Октября, д.105",Многоквартирный дом,5,1962,2689.2,1959-1989,5-9,True,False,False,False,False,True,False,False
255,"пр-кт Октября, д.105 корп.1",Многоквартирный дом,5,1963,4997.9,1959-1989,5-9,True,False,False,False,False,True,False,False
256,"пр-кт Октября, д.105 корп.2",Многоквартирный дом,5,1963,2618.7,1959-1989,5-9,True,False,False,False,False,True,False,False
257,"пр-кт Октября, д.105 корп.3",Многоквартирный дом,5,1966,3200.0,1959-1989,5-9,True,False,False,False,False,True,False,False
258,"пр-кт Октября, д.105 корп.4",Многоквартирный дом,13,1980,5864.2,1959-1989,> 13,True,False,False,False,False,False,False,True
259,"пр-кт Октября, д.105 корп.5",Многоквартирный дом,13,1982,5192.4,1959-1989,> 13,True,False,False,False,False,False,False,True
260,"пр-кт Октября, д.106",Многоквартирный дом,5,1963,3934.4,1959-1989,5-9,True,False,False,False,False,True,False,False
261,"пр-кт Октября, д.106 корп.1",Многоквартирный дом,5,1963,3574.2,1959-1989,5-9,True,False,False,False,False,True,False,False
262,"пр-кт Октября, д.106 корп.2",Многоквартирный дом,7,1963,4745.5,1959-1989,5-9,True,False,False,False,False,True,False,False
263,"пр-кт Октября, д.106 корп.3",Многоквартирный дом,5,1963,3581.7,1959-1989,5-9,True,False,False,False,False,True,False,False
264,"пр-кт Октября, д.107",Многоквартирный дом,5,1960,3333.5,1959-1989,5-9,True,False,False,False,False,True,False,False
265,"пр-кт Октября, д.107 корп.1",Многоквартирный дом,5,1960,3086.0,1959-1989,5-9,True,False,False,False,False,True,False,False
266,"пр-кт Октября, д.107 корп.2",Многоквартирный дом,4,1960,2342.67,1959-1989,3-4,True,False,False,False,True,False,False,False
268,"пр-кт Октября, д.107 корп.6",Многоквартирный дом,14,2009,13106.5,2001-2010,> 13,False,False,True,False,False,False,False,True
269,"пр-кт Октября, д.107 корп.Б",Многоквартирный дом,15,2015,26026.8,2011-2024,> 13,False,False,False,True,False,False,False,True
270,"пр-кт Октября, д.107 корп.Б*А*",Другое строение,0,,0.0,,,False,False,False,False,False,False,False,False
271,"пр-кт Октября, д.107/А",Многоквартирный дом,25,2017,43984.69,2011-2024,> 13,False,False,False,True,False,False,False,True
272,"пр-кт Октября, д.108",Многоквартирный дом,5,1963,5617.4,1959-1989,5-9,True,False,False,False,False,True,False,False
273,"пр-кт Октября, д.108 корп.1",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
274,"пр-кт Октября, д.109",Многоквартирный дом,5,1960,4222.9,1959-1989,5-9,True,False,False,False,False,True,False,False
275,"пр-кт Октября, д.109 корп.1",Многоквартирный дом,11,2011,4351.71,2011-2024,10-12,False,False,False,True,False,False,True,False
276,"пр-кт Октября, д.109 корп.2",Многоквартирный дом,5,1968,3557.3,1959-1989,5-9,True,False,False,False,False,True,False,False
278,"пр-кт Октября, д.109/1*",Другое строение,0,,,,,False,False,False,False,False,False,False,False
279,"пр-кт Октября, д.11",Многоквартирный дом,5,1959,7841.8,1959-1989,5-9,True,False,False,False,False,True,False,False
280,"пр-кт Октября, д.11 корп.1",Многоквартирный дом,5,1965,3567.0,1959-1989,5-9,True,False,False,False,False,True,False,False
281,"пр-кт Октября, д.11 корп.2",Многоквартирный дом,6,1994,3191.6,1990-2000,5-9,False,True,False,False,False,True,False,False
282,"пр-кт Октября, д.11 корп.3",Многоквартирный дом,13,2006,3781.1,2001-2010,> 13,False,False,True,False,False,False,False,True
283,"пр-кт Октября, д.110",Многоквартирный дом,5,1963,3202.1,1959-1989,5-9,True,False,False,False,False,True,False,False
284,"пр-кт Октября, д.111",Многоквартирный дом,5,1960,3302.9,1959-1989,5-9,True,False,False,False,False,True,False,False
285,"пр-кт Октября, д.111 корп.2",Многоквартирный дом,4,1960,2368.67,1959-1989,3-4,True,False,False,False,True,False,False,False
286,"пр-кт Октября, д.111 корп.3",Многоквартирный дом,5,1963,3554.9,1959-1989,5-9,True,False,False,False,False,True,False,False
287,"пр-кт Октября, д.112",Многоквартирный дом,9,1963,3194.0,1959-1989,5-9,True,False,False,False,False,True,False,False
288,"пр-кт Октября, д.112 корп.1",Многоквартирный дом,5,1963,4819.5,1959-1989,5-9,True,False,False,False,False,True,False,False
289,"пр-кт Октября, д.112 корп.2",Многоквартирный дом,5,1980,3154.0,1959-1989,5-9,True,False,False,False,False,True,False,False
290,"пр-кт Октября, д.112 корп.3",Многоквартирный дом,9,1983,5773.9,1959-1989,5-9,True,False,False,False,False,True,False,False
291,"пр-кт Октября, д.112 корп.4",Многоквартирный дом,9,1974,3851.3,1959-1989,5-9,True,False,False,False,False,True,False,False
292,"пр-кт Октября, д.113",Многоквартирный дом,5,1960,3573.3,1959-1989,5-9,True,False,False,False,False,True,False,False
293,"пр-кт Октября, д.114",Многоквартирный дом,5,1960,3345.3,1959-1989,5-9,True,False,False,False,False,True,False,False
294,"пр-кт Октября, д.114 корп.1",Многоквартирный дом,5,1960,3846.7,1959-1989,5-9,True,False,False,False,False,True,False,False
